	Common Settings,	
	.源输出/扫描点数,	500
	.重复次数,	0
	.测量延迟,	0.005
	.测量窗口,	20 ms
	.NPLC,	1
	.渠道,	SMU-1
	..仪器,	My 2470
	...型号,	2470
	...序列号,	04648429
	..Source Settings,	
	...模式,	直流
	...源功能,	电压扫描
	...源类型,	线性
	...双向扫描,	禁用
	...量程,	自动
	...开始,	0
	...停止,	1000
	...步进,	2.00400801603206
	...限值,	0.01
	..Measure Settings,	
	...电压,	测量值
	...电流,	True
	...量程,	自动
	...最小量程,	1E-08
	...电阻,	False
	...功率,	False
	...自动归零,	打开
	..Instrument Settings,	
	...接线端子,	正面
	...接线方式,	2 线
	...输出关闭,	标准
	...高电容,	False

"索引","SMU-1 时间 (s)","SMU-1 电压 (V)","SMU-1 电流 (A)"
"1","0","1.4857345377095E-05","1.02734820650596E-10"
"2","0.53421522","1.76337814331055","5.98379834571006E-09"
"3","1.31506816","4.00786209106445","1.36525155625122E-08"
"4","1.71107484","6.01215839385986","1.97865954731924E-08"
"5","2.10704608","8.01599025726318","2.77474683230139E-08"
"6","2.50299268","10.0199069976807","3.61280712013468E-08"
"7","2.89895354","12.0237760543823","4.47991439500584E-08"
"8","3.29490562","14.0276298522949","5.37395727917556E-08"
"9","3.69087192","16.0315551757813","6.28308143291179E-08"
"10","4.08683458","18.0267581939697","7.22880457715291E-08"
"11","4.82415418","20.0398445129395","8.29550188541361E-08"
"12","5.47880018","22.0454216003418","9.28240311282025E-08"
"13","5.78954476","23.9002227783203","1.01424681986373E-07"
"14","6.52689046","26.0515727996826","1.12225045256764E-07"
"15","6.62550994","28.0548896789551","1.14257851180355E-07"
"16","6.72409522","30.0616779327393","1.22327364238117E-07"
"17","6.82268792","32.0641899108887","1.31983526330259E-07"
"18","6.92127408","34.0712852478027","1.42061978181118E-07"
"19","7.01986752","36.0715484619141","1.52300458466925E-07"
"20","7.1184565","38.0741691589355","1.62832478167729E-07"
"21","7.21706052","40.0814933776855","1.7331976209789E-07"
"22","7.31564988","42.0843315124512","1.83983402735066E-07"
"23","7.4142469","44.091064453125","1.95015786630393E-07"
"24","7.51282134","46.0911026000977","2.05915455353534E-07"
"25","7.61140226","48.0941848754883","2.17030830640397E-07"
"26","7.709997","50.1007385253906","2.27831463917028E-07"
"27","7.80856686","52.1036186218262","2.39138415736306E-07"
"28","7.90714902","54.1105880737305","2.50911000421183E-07"
"29","8.005773","56.1106910705566","2.62735795786284E-07"
"30","8.10437304","58.1170349121094","2.74089615004414E-07"
"31","8.20295158","60.1197509765625","2.85684137679709E-07"
"32","8.30153858","62.1269836425781","2.97359207479531E-07"
"33","8.40014698","64.1298599243164","3.09095298689499E-07"
"34","8.49873064","66.1294479370117","3.21210222864465E-07"
"35","8.59733946","68.136344909668","3.33337737856709E-07"
"36","8.69593158","70.1389389038086","3.45461216966214E-07"
"37","8.79451192","72.1453018188477","3.57349165369669E-07"
"38","8.89309258","74.1490631103516","3.69480034123626E-07"
"39","8.99168926","76.1483764648438","3.82734839377008E-07"
"40","9.0902889","78.155387878418","3.94208598208934E-07"
"41","9.18886056","80.1583786010742","4.0546780155637E-07"
"42","9.28743974","82.164436340332","4.17549557596431E-07"
"43","9.38602614","84.1681365966797","4.30246217320018E-07"
"44","9.48461134","86.1679153442383","4.42589850990771E-07"
"45","9.58319878","88.1746597290039","4.5443670160239E-07"
"46","9.68175746","90.1775283813477","4.66037192836666E-07"
"47","9.78036546","92.1842727661133","4.78760910027631E-07"
"48","9.87894042","94.190544128418","4.90968773192435E-07"
"49","9.97753212","96.190788269043","5.03586136346712E-07"
"50","10.07613668","98.1935195922852","5.16742602485465E-07"
"51","10.1747197","100.200172424316","5.2969039643358E-07"
"52","10.27331398","102.203758239746","5.42061798114446E-07"
"53","10.37190512","104.209663391113","5.54512439521204E-07"
"54","10.47048572","106.209869384766","5.67356323699642E-07"
"55","10.56908972","108.21329498291","5.80137452743656E-07"
"56","10.66766676","110.219329833984","5.93062964071578E-07"
"57","10.7662453","112.222938537598","6.0589411532419E-07"
"58","10.86483476","114.229103088379","6.19176262262044E-07"
"59","10.9634355","116.228965759277","6.31951138529985E-07"
"60","11.06200388","118.231910705566","6.44430201646173E-07"
"61","11.16058226","120.238639831543","6.57932957892626E-07"
"62","11.25916736","122.241607666016","6.7024660665993E-07"
"63","11.35777498","124.248313903809","6.82773475091381E-07"
"64","11.45636468","126.2509765625","6.96049539783417E-07"
"65","11.55495114","128.254760742188","7.09457935954561E-07"
"66","11.6535691","130.257583618164","7.22339279946027E-07"
"67","11.75215106","132.263885498047","7.34319428374874E-07"
"68","11.85073888","134.267425537109","7.47026035696763E-07"
"69","11.9493125","136.273727416992","7.60404191169073E-07"
"70","12.04789514","138.273468017578","7.73865792780271E-07"
"71","12.14648002","140.276611328125","7.86632824656408E-07"
"72","12.24507566","142.283187866211","8.0075733421836E-07"
"73","12.34366824","144.286193847656","8.1430368936708E-07"
"74","12.44225868","146.292541503906","8.27801443392673E-07"
"75","12.54083728","148.293106079102","8.39938593344414E-07"
"76","12.63944304","150.29508972168","8.53322490002029E-07"
"77","12.73802862","152.302047729492","8.6444720182044E-07"
"78","12.83661304","154.305465698242","8.79083529525815E-07"
"79","12.9351939","156.311813354492","8.91766887889389E-07"
"80","13.03377586","158.312149047852","9.04787953004416E-07"
"81","13.13235204","160.314239501953","9.18641376301821E-07"
"82","13.23093652","162.321166992188","9.31421197947202E-07"
"83","13.32952544","164.326919555664","9.4520362381445E-07"
"84","13.42810402","166.330154418945","9.57793986344768E-07"
"85","13.5267084","168.331649780273","9.84719008556567E-07"
"86","13.62530566","170.337127685547","1.00889440091123E-06"
"87","13.72388744","172.339614868164","1.03414436125604E-06"
"88","13.82248472","174.331268310547","1.04997002381424E-06"
"89","14.25443706","176.353576660156","1.03790921457403E-06"
"90","14.3421145","178.353561401367","1.03962781849987E-06"
"91","14.42977482","180.360198974609","1.05029971564363E-06"
"92","14.51743938","182.363754272461","1.06314030290378E-06"
"93","14.6050946","184.369110107422","1.07651783309848E-06"
"94","14.6927732","186.372909545898","1.08936978904239E-06"
"95","14.78043778","188.373184204102","1.10287123789021E-06"
"96","14.86810634","190.379196166992","1.11659039703227E-06"
"97","14.95576532","192.381912231445","1.12876318780764E-06"
"98","15.04341696","194.388137817383","1.14255601602054E-06"
"99","15.1310687","196.395904541016","1.15502848530014E-06"
"100","15.21874398","198.39501953125","1.16905766844866E-06"
"101","15.30641074","200.398513793945","1.1826089121314E-06"
"102","15.39407638","202.40576171875","1.19628634820401E-06"
"103","15.4817341","204.407974243164","1.21013533771475E-06"
"104","15.5694055","206.414215087891","1.22293329241074E-06"
"105","15.65706636","208.414627075195","1.23541735774779E-06"
"106","15.74474324","210.395874023438","1.24518533084483E-06"
"107","15.83241978","212.407104492188","1.26168674796645E-06"
"108","15.92008634","214.450958251953","1.27787802739476E-06"
"109","16.00775332","216.444854736328","1.2905923085782E-06"
"110","16.0954157","218.454376220703","1.30397279463068E-06"
"111","16.18308578","220.448959350586","1.31678643811028E-06"
"112","16.27074766","222.458084106445","1.33056869344728E-06"
"113","16.35841204","224.450546264648","1.34441927457374E-06"
"114","16.44607178","226.46159362793","1.35780658183648E-06"
"115","16.5337492","228.449249267578","1.37257120513823E-06"
"116","16.62142472","230.461059570313","1.38514928949007E-06"
"117","16.70909752","232.451690673828","1.39854796543659E-06"
"118","16.79674354","234.463180541992","1.41258806252154E-06"
"119","16.88439094","236.453628540039","1.42649753342994E-06"
