	Common Settings,	
	.源输出/扫描点数,	500
	.重复次数,	0
	.测量延迟,	0.005
	.测量窗口,	20 ms
	.NPLC,	1
	.渠道,	SMU-1
	..仪器,	My 2470
	...型号,	2470
	...序列号,	04648429
	..Source Settings,	
	...模式,	直流
	...源功能,	电压扫描
	...源类型,	线性
	...双向扫描,	禁用
	...量程,	自动
	...开始,	0
	...停止,	1000
	...步进,	2.00400801603206
	...限值,	0.01
	..Measure Settings,	
	...电压,	测量值
	...电流,	True
	...量程,	自动
	...最小量程,	1E-08
	...电阻,	False
	...功率,	False
	...自动归零,	打开
	..Instrument Settings,	
	...接线端子,	正面
	...接线方式,	2 线
	...输出关闭,	标准
	...高电容,	False

"索引","SMU-1 时间 (s)","SMU-1 电压 (V)","SMU-1 电流 (A)"
"1","0","1.28971296362579E-05","-1.67725886512926E-08"
"2","0.73989464","2.00395107269287","2.35590306374434E-07"
"3","0.84102326","4.00762748718262","4.86092403662042E-07"
"4","0.93960922","6.0118579864502","7.48720992760354E-07"
"5","1.03820454","7.9375524520874","1.01084231118875E-06"
"6","1.47010182","10.0199203491211","1.30774765239039E-06"
"7","1.55775238","12.0238237380981","1.57995452809701E-06"
"8","1.64541198","14.0277166366577","1.86499369192461E-06"
"9","1.7330602","16.0316600799561","2.15873296838254E-06"
"10","1.82070158","18.0358333587646","2.46009335569397E-06"
"11","1.90838364","20.0397319793701","2.7674934699462E-06"
"12","1.99602468","22.1694278717041","3.0904852792446E-06"
"13","2.0836519","24.0503120422363","3.40361930284416E-06"
"14","2.1712817","26.0499401092529","3.72913245882955E-06"
"15","2.25892204","28.0532512664795","4.06176468459307E-06"
"16","2.34655992","30.0599193572998","4.40150006397744E-06"
"17","2.43419882","32.0625762939453","4.74646049042349E-06"
"18","2.5218732","34.0694427490234","5.0981739150302E-06"
"19","2.60954636","36.0693283081055","5.45351213077083E-06"
"20","2.69718596","38.0721130371094","5.81717813474825E-06"
"21","2.78484046","40.0794868469238","6.17912928646547E-06"
"22","2.87252108","42.0819892883301","6.5539338720555E-06"
"23","2.9601821","44.0887145996094","6.92917365086032E-06"
"24","3.04783348","46.0883903503418","7.3095702646242E-06"
"25","3.13549932","48.0912818908691","7.69407233747188E-06"
"26","3.22315192","50.097972869873","8.0738482211018E-06"
"27","3.31080114","52.1010055541992","8.48016316012945E-06"
"28","3.398452","54.107666015625","8.87730493559502E-06"
"29","3.48609032","56.1077041625977","9.27903784031514E-06"
"30","3.5737454","58.1140403747559","9.68648782873061E-06"
"31","3.6613964","60.1170425415039","1.00956376627437E-05"
"32","4.07839444","62.1264152526855","1.06098323158221E-05"
"33","4.16602524","64.1294937133789","1.09925122160348E-05"
"34","4.25366962","66.128776550293","1.13878695628955E-05"
"35","4.34130488","68.1359558105469","1.17901927296771E-05"
"36","4.42893354","70.1388473510742","1.21992306958418E-05"
"37","4.51657858","72.1452407836914","1.26110144265112E-05"
"38","4.60421648","74.1489334106445","1.30280177472741E-05"
"39","4.69185864","76.1484146118164","1.34468700707657E-05"
"40","4.77951272","78.1553115844727","1.3864945685782E-05"
"41","4.86715764","80.1585159301758","1.42911194416229E-05"
"42","4.95480958","82.1647796630859","1.4713663404109E-05"
"43","5.04244822","84.1683654785156","1.51367585203843E-05"
"44","5.13008016","86.1682586669922","1.5553981938865E-05"
"45","5.21771816","88.1748199462891","1.59764203999657E-05"
"46","5.30535254","90.1779251098633","1.63999156939099E-05"
"47","5.39298476","92.1845092773438","1.68162987392861E-05"
"48","5.4806094","94.1907730102539","1.72366671904456E-05"
"49","5.56823444","96.1909790039063","1.76536541403038E-05"
"50","5.65586134","98.1938552856445","1.80608385562664E-05"
"51","5.74352384","100.200454711914","1.84722794074332E-05"
"52","5.83115992","102.203811645508","1.888789847726E-05"
"53","5.9188109","104.209762573242","1.9299723135191E-05"
"54","6.00646872","106.210060119629","1.97139361262089E-05"
"55","6.09411948","108.213584899902","2.011597098317E-05"
"56","6.18175108","110.219436645508","2.05166434170678E-05"
"57","6.2693769","112.223320007324","2.09128993446939E-05"
"58","6.35701882","114.229751586914","2.1307974748197E-05"
"59","6.44464616","116.229606628418","2.17295364564052E-05"
"60","6.53231098","118.232757568359","2.20991405512905E-05"
"61","6.61996142","120.239242553711","2.24887480726466E-05"
"62","6.70762654","122.242218017578","2.28638946282445E-05"
"63","6.79530156","124.2490234375","2.32525144383544E-05"
"64","6.88295962","126.251533508301","2.36277683143271E-05"
"65","6.9706415","128.255508422852","2.40030440181727E-05"
"66","7.0583077","130.258422851563","2.43987415160518E-05"
"67","7.14597716","132.264465332031","2.47617444983916E-05"
"68","7.2336476","134.268508911133","2.51312376349233E-05"
"69","7.3213162","136.274703979492","2.55003633355955E-05"
"70","7.4089649","138.274490356445","2.58619202213595E-05"
"71","7.49663202","140.277740478516","2.62336961895926E-05"
"72","7.58429354","142.284515380859","2.65920079982607E-05"
"73","7.67195578","144.287414550781","2.69604879576946E-05"
"74","7.75961944","146.293899536133","2.73236928478582E-05"
"75","7.84729254","148.29443359375","2.76840710284887E-05"
"76","7.93493562","150.29638671875","2.80486547126202E-05"
"77","8.02258566","152.303298950195","2.84012421616353E-05"
"78","8.11024804","154.306655883789","2.87482016574359E-05"
"79","8.19790364","156.313262939453","2.90999578282936E-05"
"80","8.2855698","158.313659667969","2.94450273941038E-05"
"81","8.37322296","160.315521240234","2.98196391668171E-05"
"82","8.4608915","162.322601318359","3.01651798508829E-05"
"83","8.54854148","164.328735351563","3.04819714074256E-05"
"84","8.63619966","166.331802368164","3.08179041894618E-05"
"85","8.72385072","168.333541870117","3.11389412672725E-05"
"86","8.81149476","170.338775634766","3.14793942379765E-05"
"87","8.89914026","172.341369628906","3.17966550937854E-05"
"88","8.98679092","174.348251342773","3.21158986480441E-05"
"89","9.0744321","176.351669311523","3.24231295962818E-05"
"90","9.16208404","178.351699829102","3.2751453545643E-05"
"91","9.24974722","180.357879638672","3.30575676343869E-05"
"92","9.3374094","182.361846923828","3.33707175741438E-05"
"93","9.42506182","184.367004394531","3.36529992637224E-05"
"94","9.51272856","186.37092590332","3.39558901032433E-05"
"95","9.60039418","188.371322631836","3.42378589266445E-05"
"96","9.68804844","190.37727355957","3.45108237524983E-05"
"97","9.77571256","192.380004882813","3.48041285178624E-05"
"98","9.86337546","194.386352539063","3.50847440131474E-05"
"99","9.9510322","196.393981933594","3.53234536305536E-05"
"100","10.03869588","198.392807006836","3.55529300577473E-05"
"101","10.1263413","200.396224975586","3.58107281499542E-05"
"102","10.2139991","202.403839111328","3.60662015737034E-05"
"103","10.30166182","204.40544128418","3.6319990613265E-05"
"104","10.3893081","206.411849975586","3.65595733455848E-05"
"105","10.47694938","208.412307739258","3.67856628145091E-05"
"106","10.56456798","210.383651733398","3.70121088053565E-05"
"107","10.65220514","212.395584106445","3.72245158359874E-05"
"108","10.73983858","214.439025878906","3.74318078684155E-05"
"109","10.82746202","216.433288574219","3.76761563529726E-05"
"110","10.91511452","218.443542480469","3.78485274268314E-05"
"111","11.002772","220.436813354492","3.80698147637304E-05"
"112","11.0904136","222.445251464844","3.82780053769238E-05"
"113","11.1780639","224.438491821289","3.84088889404666E-05"
"114","11.26572842","226.448318481445","3.86039864679333E-05"
"115","11.35338886","228.437637329102","3.88071530323941E-05"
"116","11.44104476","230.448318481445","3.8993817724986E-05"
"117","11.5287112","232.439315795898","3.92121110053267E-05"
"118","11.61636098","234.451217651367","3.938715235563E-05"
"119","11.70401218","236.440643310547","3.95246206608135E-05"
"120","11.79168582","238.488586425781","3.96948780689854E-05"
"121","11.87935368","240.500366210938","3.99631899199449E-05"
"122","11.96700904","242.491394042969","4.00358658225741E-05"
"123","12.05466074","244.501113891602","4.01942452299409E-05"
"124","12.14230334","246.490371704102","4.03893573093228E-05"
"125","12.2299731","248.484893798828","4.05635582865216E-05"
"126","12.31764604","250.49267578125","4.08100786444265E-05"
"127","12.40530688","252.485855102539","4.08792875532527E-05"
"128","12.49295176","254.496810913086","4.10293832828756E-05"
"129","12.58060922","256.486022949219","4.1199687984772E-05"
"130","12.66825532","258.497467041016","4.13744710385799E-05"
"131","12.75591016","260.487548828125","4.14127316616941E-05"
"132","12.84357708","262.535247802734","4.16146503994241E-05"
"133","12.93122922","264.543121337891","4.17603368987329E-05"
"134","13.01889796","266.536560058594","4.18432828155346E-05"
"135","13.10655958","268.546478271484","4.1935625631595E-05"
"136","13.19423882","270.535705566406","4.21706718043424E-05"
"137","13.28190354","272.546722412109","4.21883014496416E-05"
"138","13.36957336","274.536926269531","4.23217388743069E-05"
"139","13.45722068","276.551574707031","4.23930505348835E-05"
"140","13.5448876","278.54052734375","4.25717989855912E-05"
"141","13.63254552","280.531860351563","4.26074293500278E-05"
"142","13.72020918","282.54296875","4.2814550397452E-05"
"143","13.80787716","284.532379150391","4.28777748311404E-05"
"144","13.89552678","286.542999267578","4.28869716415647E-05"
"145","13.98317568","288.587493896484","4.29730062023737E-05"
"146","14.07084154","290.583312988281","4.31979678978678E-05"
"147","14.15850194","292.591461181641","4.32093329436611E-05"
"148","14.24616566","294.585357666016","4.33374807471409E-05"
"149","14.33381938","296.595977783203","4.33083478128538E-05"
"150","14.42147564","298.585327148438","4.33316599810496E-05"
"151","14.50914602","300.596618652344","4.33434834121726E-05"
"152","14.5968291","302.586212158203","4.340161831351E-05"
"153","14.68448734","304.599151611328","4.33991117461119E-05"
"154","14.77214818","306.589660644531","4.35005968029145E-05"
"155","14.8598135","308.599945068359","4.33390741818585E-05"
"156","14.9474673","310.591583251953","4.33554996561725E-05"
"157","15.03513864","312.636474609375","4.3356772948755E-05"
"158","15.12280304","314.646301269531","4.33723944297526E-05"
"159","15.21045788","316.638214111328","4.32317247032188E-05"
"160","15.29813072","318.649749755859","4.33944151154719E-05"
"161","15.38581014","320.639404296875","4.32699707744177E-05"
"162","15.47347276","322.649963378906","4.31869484600611E-05"
"163","15.56111928","324.644653320313","4.32847409683745E-05"
"164","15.64877134","326.633758544922","4.32260785601102E-05"
"165","15.73643094","328.643402099609","4.29231877205893E-05"
"166","15.82407404","330.635375976563","4.31694752478506E-05"
"167","15.91173494","332.647369384766","4.27920240326785E-05"
"168","15.99939444","334.635498046875","4.27505874540657E-05"
"169","16.08704946","336.648071289063","4.2648556700442E-05"
"170","16.17471654","338.69482421875","4.24853787990287E-05"
"171","16.26237404","340.683319091797","4.2418858356541E-05"
"172","16.35003446","342.695251464844","4.22924167651217E-05"
"173","16.43769288","344.685607910156","4.23480414610822E-05"
"174","16.52534038","346.697296142578","4.2100167775061E-05"
"175","16.61299374","348.688873291016","4.2092586227227E-05"
"176","16.70065198","350.698760986328","4.19864154537208E-05"
"177","16.78831626","352.690399169922","4.18722884205636E-05"
"178","16.87598668","354.697692871094","4.19486095779575E-05"
"179","16.9636424","356.689178466797","4.18306881329045E-05"
"180","17.05131004","358.682647705078","4.16964721807744E-05"
"181","17.13896416","360.692077636719","4.17844457842875E-05"
"182","17.2266258","362.737457275391","4.15463109675329E-05"
"183","17.31428472","364.750579833984","4.14711903431453E-05"
"184","17.40194912","366.743713378906","4.15293143305462E-05"
"185","17.48960664","368.731384277344","4.14412061218172E-05"
"186","17.5772866","370.741821289063","4.13945454056375E-05"
"187","17.6649634","372.73486328125","4.13096859119833E-05"
"188","17.75263554","374.744354248047","4.14168353017885E-05"
"189","17.8402992","376.733154296875","4.11645887652412E-05"
"190","17.92796142","378.744171142578","4.10346619901247E-05"
"191","18.01560232","380.736938476563","4.09395797760226E-05"
"192","18.10327872","382.747314453125","4.10249740525614E-05"
"193","18.1909468","384.737854003906","4.09318090532906E-05"
"194","18.2786081","386.749145507813","4.08385494665708E-05"
"195","18.36626128","388.795715332031","4.0709761378821E-05"
"196","18.45392942","390.786926269531","4.07420229748823E-05"
"197","18.54159372","392.797393798828","4.07563384214882E-05"
"198","18.6292535","394.7890625","4.08029263780918E-05"
"199","18.7169162","396.796417236328","4.06321923946962E-05"
"200","18.8045779","398.790130615234","4.055843965034E-05"
"201","18.89223002","400.782623291016","4.06622311857063E-05"
"202","18.9798981","402.792114257813","4.07296211051289E-05"
"203","19.06756958","404.782623291016","4.05243408749811E-05"
"204","19.15523196","406.795104980469","4.0382186853094E-05"
"205","19.242897","408.784973144531","4.03835147153586E-05"
"206","19.33054756","410.793640136719","4.03948324674275E-05"
"207","19.41820444","412.840362548828","4.03906269639265E-05"
"208","19.50587404","414.832550048828","4.03505036956631E-05"
"209","19.59353726","416.843505859375","4.02803962060716E-05"
"210","19.68118586","418.833312988281","4.02305377065204E-05"
"211","19.76883472","420.845123291016","4.0208895370597E-05"
"212","19.85649678","422.837677001953","4.00781646021642E-05"
"213","19.94415706","424.845642089844","4.0139024349628E-05"
"214","20.03182402","426.836486816406","4.00889330194332E-05"
"215","20.11947812","428.847503662109","4.00550707126968E-05"
"216","20.20714698","430.839660644531","4.00067838199902E-05"
"217","20.2948019","432.828796386719","3.99142663809471E-05"
"218","20.38247006","434.841094970703","3.99247946916148E-05"
"219","20.47014484","436.833038330078","3.9963582821656E-05"
"220","20.55779484","438.897277832031","3.98651063733269E-05"
"221","20.64544856","440.889923095703","3.97345902456436E-05"
"222","20.733127","442.901062011719","3.97779112972785E-05"
"223","20.82079382","444.891510009766","3.97226322093047E-05"
"224","20.90846564","446.882385253906","3.98254014726263E-05"
"225","20.99612876","448.896942138672","3.97331168642268E-05"
"226","21.0837782","450.885101318359","3.96513714804314E-05"
"227","21.17142618","452.893188476563","3.96172908949666E-05"
"228","21.25910404","454.886657714844","3.96404357161373E-05"
"229","21.34676824","456.897552490234","3.96194191125687E-05"
"230","21.43443146","458.887145996094","3.95910392398946E-05"
"231","21.52210252","460.896118164063","3.96731375076342E-05"
"232","21.60976702","462.944702148438","3.94746857637074E-05"
"233","21.69742666","464.936279296875","3.95270326407626E-05"
"234","21.78508476","466.946258544922","3.95244969695341E-05"
"235","21.87274062","468.936340332031","3.95061542803887E-05"
"236","21.96039622","470.947082519531","3.94862327084411E-05"
"237","22.04807002","472.938659667969","3.95093265979085E-05"
"238","22.1357296","474.947204589844","3.94481467083097E-05"
"239","22.22339416","476.941131591797","3.95057759305928E-05"
"240","22.3110646","478.933044433594","3.95209281123243E-05"
"241","22.39870992","480.940246582031","3.97221083403565E-05"
"242","22.48636276","482.932708740234","3.95763454434928E-05"
"243","22.57402144","484.942993164063","3.96009054384194E-05"
"244","22.66169686","486.934722900391","3.9511429349659E-05"
"245","22.74936806","488.978912353516","3.95142742490862E-05"
"246","22.8370136","490.99267578125","3.94958988181315E-05"
"247","22.92465484","492.981201171875","3.94887319998816E-05"
"248","23.01231376","494.990905761719","3.93331429222599E-05"
"249","23.0999657","496.984558105469","3.94363560189959E-05"
"250","23.1876277","498.993286132813","3.94848430005368E-05"
"251","23.27527408","500.985656738281","3.95800343540031E-05"
"252","23.36292622","502.994018554688","3.95583483623341E-05"
"253","23.4506022","504.987884521484","3.95488968933932E-05"
"254","23.5382795","506.997100830078","3.96103896491695E-05"
"255","23.62593844","508.987579345703","3.96052200812846E-05"
"256","23.71359444","510.980865478516","3.96005088987295E-05"
"257","23.80127346","513.046630859375","3.95942770410329E-05"
"258","23.88894228","515.038269042969","3.97209987568203E-05"
"259","23.97660212","517.045959472656","3.96106843254529E-05"
"260","24.06425748","519.040283203125","3.97175426769536E-05"
"261","24.15191614","521.031921386719","3.9701448258711E-05"
"262","24.23957174","523.041259765625","3.97854091715999E-05"
"263","24.32724056","525.03271484375","3.97294897993561E-05"
"264","24.41491718","527.04052734375","3.96207979065366E-05"
"265","24.5025819","529.033874511719","3.96988143620547E-05"
"266","24.59025476","531.043823242188","3.97538133256603E-05"
"267","24.67790144","533.036743164063","3.96993673348334E-05"
"268","24.76556076","535.045166015625","3.96998038922902E-05"
"269","24.85322606","537.037109375","3.95845054299571E-05"
"270","24.94087488","539.084411621094","3.97233270632569E-05"
"271","25.02853458","541.093688964844","3.97806325054262E-05"
"272","25.11618462","543.083740234375","3.98235424654558E-05"
"273","25.203841","545.092163085938","3.98061856685672E-05"
"274","25.291498","547.087158203125","3.99491036660038E-05"
"275","25.37915504","549.097717285156","3.98774827772286E-05"
"276","25.46681468","551.088195800781","3.99095588363707E-05"
"277","25.55447028","553.081420898438","4.0038281440502E-05"
"278","25.64210598","555.089782714844","4.01319666707423E-05"
"279","25.72976954","557.080688476563","4.00195021938998E-05"
"280","25.81744464","559.088806152344","4.01531251554843E-05"
"281","25.90510078","561.08447265625","4.01628676627297E-05"
"282","25.9927513","563.146911621094","4.0078808524413E-05"
"283","26.08041984","565.137939453125","4.0063929191092E-05"
"284","26.16807906","567.130310058594","4.01435972889885E-05"
"285","26.25572906","569.140869140625","4.01348224841058E-05"
"286","26.3433787","571.132141113281","4.02828954975121E-05"
"287","26.43103118","573.141357421875","4.03705198550597E-05"
"288","26.5186708","575.133666992188","4.02575496991631E-05"
"289","26.60634656","577.143188476563","4.02748191845603E-05"
"290","26.69400302","579.137145996094","4.03261219616979E-05"
"291","26.78167422","581.144836425781","4.04401180276182E-05"
"292","26.86933686","583.134948730469","4.04203747166321E-05"
"293","26.95698648","585.14453125","4.03858794015832E-05"
"294","27.0446395","587.136474609375","4.05963037337642E-05"
"295","27.13230308","589.188842773438","4.0524362702854E-05"
"296","27.21996196","591.198364257813","4.05701721319929E-05"
"297","27.30760898","593.186645507813","4.05025930376723E-05"
"298","27.39527928","595.198303222656","4.07163788622711E-05"
"299","27.4829412","597.189575195313","4.07117149734404E-05"
"300","27.5706034","599.178588867188","4.06758481403813E-05"
"301","27.6582708","601.188781738281","4.07056904805358E-05"
"302","27.7459171","603.184387207031","4.08436499128584E-05"
"303","27.83356488","605.193481445313","4.0743103454588E-05"
"304","27.92124258","607.1845703125","4.08156920457259E-05"
"305","28.00890434","609.192993164063","4.08192972827237E-05"
"306","28.09656168","611.185119628906","4.08374726248439E-05"
"307","28.18420628","613.23193359375","4.08644482376985E-05"
"308","28.27187902","615.241821289063","4.08846899517812E-05"
"309","28.35953316","617.233947753906","4.09394415328279E-05"
"310","28.44718966","619.241516113281","4.10452958021779E-05"
"311","28.53483458","621.236389160156","4.11893306591082E-05"
"312","28.62249276","623.246398925781","4.11850523960311E-05"
"313","28.71013608","625.234558105469","4.11457185691688E-05"
"314","28.79780974","627.247863769531","4.1072864405578E-05"
"315","28.88547184","629.236999511719","4.11394903494511E-05"
"316","28.97312534","631.230285644531","4.11681721743662E-05"
"317","29.06078852","633.239990234375","4.12254084949382E-05"
"318","29.14846054","635.232055664063","4.11554683523718E-05"
"319","29.23611428","637.241455078125","4.13332600146532E-05"
"320","29.32376842","639.287719726563","4.13162706536241E-05"
"321","29.41142934","641.277893066406","4.13460293202661E-05"
"322","29.4990783","643.287231445313","4.15224749303889E-05"
"323","29.58674108","645.283203125","4.14789610658772E-05"
"324","29.6744105","647.290222167969","4.14403584727552E-05"
"325","29.76206908","649.279907226563","4.15900394727942E-05"
"326","29.84974288","651.290405273438","4.16221009800211E-05"
"327","29.93741188","653.284240722656","4.15591821365524E-05"
"328","30.02505528","655.294189453125","4.16706971009262E-05"
"329","30.11271408","657.28076171875","4.16774164477829E-05"
"330","30.20039278","659.294494628906","4.17625124100596E-05"
"331","30.28804988","661.288696289063","4.17749433836434E-05"
"332","30.37570802","663.335754394531","4.18100862589199E-05"
"333","30.4633759","665.343688964844","4.19220123148989E-05"
"334","30.5510228","667.333251953125","4.1990297177108E-05"
"335","30.63868006","669.344787597656","4.18814561271574E-05"
"336","30.72634206","671.333984375","4.19952484662645E-05"
"337","30.81399914","673.347473144531","4.20198593928944E-05"
"338","30.90165118","675.337158203125","4.21174881921615E-05"
"339","30.98930286","677.327819824219","4.21397598984186E-05"
"340","31.07697916","679.337951660156","4.2188614315819E-05"
"341","31.16463564","681.329223632813","4.21927579736803E-05"
"342","31.25228696","683.340515136719","4.24097052018624E-05"
"343","31.3399333","685.331359863281","4.23065612267237E-05"
"344","31.42758842","687.344116210938","4.23471901740413E-05"
"345","31.51525034","689.389404296875","4.23730816692114E-05"
"346","31.60292036","691.380187988281","4.23739329562522E-05"
"347","31.69058942","693.388122558594","4.24545978603419E-05"
"348","31.77825276","695.380615234375","4.26985425292514E-05"
